"YearBuilt","YearRemodeled","Condition","NumStories","FinSqFt","Bedroom","FullBath","HalfBath","TotalRooms","LotSize","TotalValue","City"
1754,NA,"Fair",1.3,1416,2,1,0,4,NA,NA,NA
1942,NA,"Average",1,972,3,1,1,6,0.89,210900,"CHARLOTTESVILLE"
1949,NA,"Average",1,512,1,1,0,3,0.428,125700,"CHARLOTTESVILLE"
1962,NA,"Average",1,1590,3,2,1,6,101.47,11396500,"CHARLOTTESVILLE"
1960,NA,"Average",1,1516,4,3,0,8,2.23,365800,"CHARLOTTESVILLE"
1973,NA,"Good",2,3552,4,4,0,8,2,799900,"CHARLOTTESVILLE"
1950,NA,"Average",1.3,1620,4,1,0,7,0.97,220100,"CHARLOTTESVILLE"
1984,NA,"Average",1,1159,3,2,0,5,3.46,185100,"CHARLOTTESVILLE"
1986,NA,"Average",1,980,3,1,0,5,3.45,227000,"CHARLOTTESVILLE"
NA,NA,NA,1.15,2320,4,3,1,10,3.66,1092500,"CHARLOTTESVILLE"
1990,NA,"Average",1.9,5646,5,5,3,12,15.399,1748200,"CHARLOTTESVILLE"
1780,1970,"Average",1.3,4496,3,4,1,8,NA,NA,NA
1754,NA,"Average",1.3,960,1,1,0,4,NA,NA,NA
1994,NA,"Average",2,2468,3,2,1,7,2,438200,"CHARLOTTESVILLE"
NA,NA,NA,1.4,2091,3,3,1,7,2.504,463500,"CHARLOTTESVILLE"
2003,NA,"Average",1,1288,3,2,0,6,3.37,280600,"CHARLOTTESVILLE"
1977,NA,"Average",1,2301,3,2,0,5,2,396400,"CHARLOTTESVILLE"
1978,NA,"Average",1,960,3,1,0,5,2.668,232800,"CHARLOTTESVILLE"
1970,NA,"Average",1,1454,4,3,0,8,2,421000,"CHARLOTTESVILLE"
1976,NA,"Average",1.3,3446,5,2,2,11,NA,NA,NA
1754,NA,"Average",1.5,1784,3,2,0,7,NA,NA,NA
1988,NA,"Average",1.3,3318,3,3,0,8,3.63,879400,"CHARLOTTESVILLE"
1862,NA,"Poor",2,3340,5,3,0,9,NA,NA,NA
1888,1972,"Poor",1,960,2,1,0,4,NA,NA,NA
1910,2018,"Good",1.1,2388,1,2,0,5,2.024,300400,"CHARLOTTESVILLE"
1973,NA,"Average",1,3056,3,2,1,6,2.002,442200,"CHARLOTTESVILLE"
1973,NA,"Average",1,1064,4,2,0,6,2.004,243800,"CHARLOTTESVILLE"
1710,1940,"Average",1.3,1904,3,2,0,7,6.877,622500,"CHARLOTTESVILLE"
1925,NA,"Average",1.7,3464,3,2,1,7,NA,NA,NA
1998,NA,"Average",1,1100,2,1,1,5,NA,NA,NA
1952,NA,"Average",1.5,1525,3,2,0,6,2.565,304300,"CHARLOTTESVILLE"
1959,1968,"Average",1,3039,5,3,1,10,NA,NA,NA
1754,NA,"Average",1,528,3,1,0,5,NA,NA,NA
1984,NA,"Average",2,2029,3,2,1,6,2.357,380500,"CHARLOTTESVILLE"
1984,1996,"Average",1.5,3256,6,4,0,11,2.7,589500,"CHARLOTTESVILLE"
1983,NA,"Average",1,2139,2,3,0,6,5.956,901900,"CHARLOTTESVILLE"
1920,NA,"Very Poor",1,1060,2,1,0,5,2,114200,"CHARLOTTESVILLE"
1957,NA,"Fair",1,800,3,1,0,6,0.48,127600,"CHARLOTTESVILLE"
1974,2004,"Average",1,1996,3,2,0,5,1.006,421800,"CHARLOTTESVILLE"
1959,NA,"Average",1,1208,4,1,1,7,2,199800,"CHARLOTTESVILLE"
1966,2002,"Average",1,1152,3,1,0,7,0.77,116500,"CHARLOTTESVILLE"
1974,NA,"Average",1,960,3,1,0,5,1.23,181200,"CHARLOTTESVILLE"
2008,NA,"Good",1,3566,4,4,2,8,2.261,674900,"CHARLOTTESVILLE"
1940,2003,"Good",1.7,6525,5,3,2,13,NA,NA,NA
1754,NA,"Average",1,864,2,1,0,4,NA,NA,NA
1810,2005,"Average",1.7,4864,5,4,1,9,30.69,1495200,"CHARLOTTESVILLE"
1982,NA,"Average",1,406,0,1,0,2,2,133100,"CHARLOTTESVILLE"
1978,NA,"Average",1,1680,3,2,1,6,NA,NA,NA
1964,NA,"Average",1,975,3,1,0,5,NA,NA,NA
1969,NA,"Average",1,1200,3,2,0,6,NA,NA,NA
1971,NA,"Average",1,636,2,1,0,4,NA,NA,NA
1971,NA,"Average",1,636,2,1,0,4,NA,NA,NA
NA,NA,NA,2,2024,4,3,1,10,2.001,489700,"CHARLOTTESVILLE"
1966,NA,"Average",1,1978,4,3,0,8,6.329,508200,"CHARLOTTESVILLE"
1989,NA,"Average",1.5,3372,3,2,1,8,5.296,694300,"CHARLOTTESVILLE"
1989,NA,"Average",1,1682,3,2,0,6,5.384,426800,"CHARLOTTESVILLE"
1968,NA,"Average",1,588,2,1,0,5,2.331,231200,"CHARLOTTESVILLE"
1967,NA,"Average",1,680,2,1,0,5,2.637,211900,"CHARLOTTESVILLE"
1987,NA,"Average",1,1298,3,2,1,6,24.48,763800,"CHARLOTTESVILLE"
2008,NA,"Average",1.7,2406,3,2,1,6,23.825,1091600,"CHARLOTTESVILLE"
1976,NA,"Average",1,1609,3,3,0,8,5,480500,"CHARLOTTESVILLE"
1905,2019,"Good",1.5,2454,3,2,0,6,NA,NA,NA
1969,NA,"Average",1,588,0,1,0,4,NA,NA,NA
1976,1997,"Average",1.5,1996,2,2,0,6,2.092,315600,"CHARLOTTESVILLE"
2000,NA,"Average",2,3603,5,4,1,7,14,948900,"CHARLOTTESVILLE"
1997,NA,"Average",2,7654,8,6,1,17,21,1055800,"CHARLOTTESVILLE"
1997,NA,"Average",1.9,3385,4,3,1,8,25.16,1131700,"CHARLOTTESVILLE"
2002,NA,"Average",1.9,2727,3,3,1,12,4.1,754800,"CHARLOTTESVILLE"
1991,NA,"Good",1.7,11605,7,9,1,9,88.857,4366000,"CHARLOTTESVILLE"
1795,NA,"Fair",2,3630,5,3,0,8,16.678,829100,"CHARLOTTESVILLE"
1978,NA,"Average",2,1920,3,1,1,6,40,560300,"CHARLOTTESVILLE"
1926,NA,"Average",1.7,4923,6,4,0,10,NA,NA,NA
1754,NA,"Average",1,484,3,1,0,3,NA,NA,NA
1754,NA,"Average",1,1000,2,1,0,4,NA,NA,NA
1994,NA,"Average",1,2082,3,2,1,6,2.003,468600,"CHARLOTTESVILLE"
2004,NA,"Average",2,2256,3,3,1,7,2.005,589600,"CHARLOTTESVILLE"
1992,NA,"Average",1.5,2492,3,3,0,8,2.001,530300,"CHARLOTTESVILLE"
2006,NA,"Average",2,3104,4,4,1,8,2.002,681700,"CHARLOTTESVILLE"
1991,NA,"Average",1.7,2216,3,2,1,7,2.001,444000,"CHARLOTTESVILLE"
1989,NA,"Average",2,3157,4,3,1,7,2.003,582200,"CHARLOTTESVILLE"
2004,NA,"Good",1.9,2972,4,4,0,9,2.001,696900,"CHARLOTTESVILLE"
NA,NA,NA,1,3777,3,4,0,9,2.001,1076000,"CHARLOTTESVILLE"
1989,NA,"Average",1.5,2292,4,3,1,8,2.019,485300,"CHARLOTTESVILLE"
NA,NA,NA,1.5,2466,3,3,0,7,2.014,563200,"CHARLOTTESVILLE"
1998,NA,"Average",1.5,3398,5,3,1,9,2.011,622900,"CHARLOTTESVILLE"
2007,NA,"Average",2,3161,4,4,1,8,2.001,598300,"CHARLOTTESVILLE"
1988,NA,"Average",1.7,3052,3,3,1,9,2.011,645800,"CHARLOTTESVILLE"
1999,NA,"Average",1.9,4416,4,3,1,8,2.001,732700,"CHARLOTTESVILLE"
1985,NA,"Average",1.9,2093,3,2,1,7,2,452100,"CHARLOTTESVILLE"
1994,NA,"Average",1.7,3578,5,3,1,9,3.709,643600,"CHARLOTTESVILLE"
2005,NA,"Average",1.5,2793,3,3,1,8,2.679,665300,"CHARLOTTESVILLE"
1960,NA,"Average",1.3,2244,2,2,0,5,NA,NA,NA
1754,NA,"Average",1.5,1355,2,1,0,5,NA,NA,NA
1966,NA,"Fair",1,820,3,2,0,5,NA,NA,NA
1963,NA,"Average",1,1652,4,1,0,7,NA,NA,NA
1988,NA,"Average",1,1352,3,2,0,6,NA,NA,NA
1963,NA,"Poor",1,1100,3,2,0,6,0,72400,"CHARLOTTESVILLE"
1999,NA,"Average",1.7,3386,4,5,0,10,53.535,1054900,"CHARLOTTESVILLE"
1999,NA,"Average",1,1408,3,2,0,6,4,189500,"CHARLOTTESVILLE"
1961,NA,"Average",1,2657,4,3,1,8,6.89,660500,"CHARLOTTESVILLE"
1995,NA,"Average",1,1656,2,2,0,5,7.72,374800,"CHARLOTTESVILLE"
1976,2011,"Average",1.5,3776,4,2,0,8,5,766600,"CHARLOTTESVILLE"
1967,NA,"Average",1,1812,3,3,0,6,NA,NA,NA
1989,NA,"Average",1,970,2,1,0,3,NA,NA,NA
1979,NA,"Average",1,1852,3,3,1,7,2,447200,"CHARLOTTESVILLE"
1958,NA,"Average",1,1612,3,2,0,6,2.94,299500,"CHARLOTTESVILLE"
1999,NA,"Average",1.5,3736,4,4,1,10,5.48,874900,"CHARLOTTESVILLE"
2000,NA,"Average",1.5,4842,4,4,2,11,6.17,758900,"CHARLOTTESVILLE"
1914,1968,"Average",2,3292,5,2,0,8,3.7,777200,"CHARLOTTESVILLE"
2003,NA,"Average",1,3120,4,3,1,8,18.23,1030400,"CHARLOTTESVILLE"
2004,NA,"Average",1.7,3191,4,3,1,9,5.48,730000,"CHARLOTTESVILLE"
1920,NA,"Good",2,1320,2,1,0,6,1.13,252000,"CHARLOTTESVILLE"
1754,NA,"Poor",1.3,875,0,1,0,0,6,262100,"CHARLOTTESVILLE"
1967,NA,"Average",1,1816,3,4,0,6,1.186,368200,"CHARLOTTESVILLE"
2008,NA,"Average",1,1680,3,2,0,7,4.193,362300,"CHARLOTTESVILLE"
1974,NA,"Average",1,1724,4,2,1,7,1.702,313800,"CHARLOTTESVILLE"
NA,NA,NA,1.5,1340,2,1,1,4,1,61900,NA
1991,2002,"Average",1,1120,3,2,0,7,2.04,236600,"CHARLOTTESVILLE"
2001,NA,"Average",2,2080,4,3,0,7,2.038,495000,"CHARLOTTESVILLE"
2010,NA,"Average",1,1232,3,2,0,5,1,282400,"CHARLOTTESVILLE"
1940,NA,"Fair",1,1504,2,1,0,4,2.952,231200,"CHARLOTTESVILLE"
1997,NA,"Average",1,1284,3,2,0,6,2.018,245600,"CHARLOTTESVILLE"
1900,2017,"Good",1.43,1650,3,1,1,7,1.03,328200,"CHARLOTTESVILLE"
1888,2004,"Average",1.9,6112,4,5,1,8,NA,NA,NA
1888,2008,"Average",1.9,788,1,1,1,3,NA,NA,NA
1754,NA,"Average",2,1520,2,1,0,6,6.314,324000,"CHARLOTTESVILLE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,7.507,218200,NA
2021,NA,"Average",2.1,7720,5,5,3,13,NA,NA,NA
1980,NA,"Average",1.5,4207,4,3,1,8,NA,NA,NA
2017,NA,"Average",2,5867,4,4,1,10,NA,NA,NA
2017,NA,"Average",1,1884,2,2,0,4,NA,NA,NA
1977,NA,"Average",1,1260,4,2,2,8,2.529,355300,"CHARLOTTESVILLE"
1988,NA,"Average",1,1512,3,2,0,7,2.202,350600,"CHARLOTTESVILLE"
1977,NA,"Average",1,1104,3,3,0,6,2.253,307900,"CHARLOTTESVILLE"
1978,NA,"Average",1.5,1939,3,1,1,6,2.222,426700,"CHARLOTTESVILLE"
1979,NA,"Average",2,1605,3,2,1,6,2.141,430500,"CHARLOTTESVILLE"
1980,NA,"Fair",1.3,1422,3,4,0,5,2.145,347500,"CHARLOTTESVILLE"
2001,NA,"Average",1.7,2367,3,2,1,7,2.123,402400,"CHARLOTTESVILLE"
1987,NA,"Good",2,2332,4,2,1,8,2.1,462700,"CHARLOTTESVILLE"
1988,NA,"Average",2,2576,4,2,1,8,2.48,601500,"CHARLOTTESVILLE"
1990,NA,"Good",1.9,2724,3,2,1,6,4.01,540600,"CHARLOTTESVILLE"
1754,NA,"Average",1,896,2,1,0,4,5.004,171500,"CHARLOTTESVILLE"
1994,2007,"Average",2,3856,6,4,1,10,12.55,766000,"CHARLOTTESVILLE"
1997,NA,"Average",2,2790,4,2,1,8,3.09,523200,"CHARLOTTESVILLE"
1999,NA,"Average",2,2568,4,2,1,7,2.65,471400,"CHARLOTTESVILLE"
1999,NA,"Average",1.3,1728,3,3,0,7,2.58,485300,"CHARLOTTESVILLE"
1996,NA,"Average",2,3972,3,4,1,6,23.17,1095600,"CHARLOTTESVILLE"
1930,1986,"Average",1,646,1,1,0,3,NA,NA,NA
2021,NA,"Average",1.5,1590,3,2,1,6,NA,NA,NA
1995,NA,"Average",1,2228,3,2,0,6,2.23,274100,"CHARLOTTESVILLE"
1977,NA,"Average",1.5,912,2,2,0,7,NA,NA,NA
1993,NA,"Average",1.5,1632,3,2,1,5,NA,NA,NA
1971,NA,"Average",1,1536,3,2,1,7,2,372300,"CHARLOTTESVILLE"
1974,NA,"Very Poor",1,480,2,0,0,4,5,145900,"CHARLOTTESVILLE"
NA,NA,NA,1,1136,2,2,1,5,8.23,406300,"CHARLOTTESVILLE"
NA,NA,NA,1.7,2303,3,2,1,7,3.14,414500,"CHARLOTTESVILLE"
2009,NA,"Average",2.3,2008,3,2,1,6,2.021,353900,"CHARLOTTESVILLE"
1975,1997,"Average",1.5,1632,3,2,0,5,4.05,331300,"CHARLOTTESVILLE"
1990,NA,"Good",1,1694,4,3,0,8,3.104,607800,"CHARLOTTESVILLE"
NA,NA,NA,1.4,2578,3,2,0,6,3.49,269500,"CHARLOTTESVILLE"
2003,NA,"Average",1.5,1890,3,2,1,6,2,450500,"CHARLOTTESVILLE"
1988,NA,"Average",1.3,2070,5,3,0,9,3.436,410700,"CHARLOTTESVILLE"
1979,NA,"Average",1,1104,4,2,1,6,2,226900,"CHARLOTTESVILLE"
1990,NA,"Average",1.5,2556,4,3,1,8,NA,NA,NA
1992,NA,"Average",1,1100,2,1,1,4,NA,NA,NA
1998,NA,"Average",1,1228,3,2,1,5,11.471,541800,"CHARLOTTESVILLE"
1991,NA,"Average",2,2613,4,1,2,7,9.94,671900,"CHARLOTTESVILLE"
2011,NA,"Average",2.3,7020,5,5,1,0,50.85,3000200,"CHARLOTTESVILLE"
1925,NA,"Poor",1,1000,3,1,0,6,4,184500,"CHARLOTTESVILLE"
1930,2009,"Average",1.5,4290,5,2,0,8,NA,NA,NA
1989,NA,"Average",1,917,3,1,0,5,NA,NA,NA
1986,NA,"Average",1,1299,2,2,0,5,6.41,298700,"CHARLOTTESVILLE"
1732,2002,"Average",1.3,4267,4,4,1,8,NA,NA,NA
1997,NA,"Average",1.5,1296,2,2,0,3,NA,NA,NA
1925,2019,"Excellent",2,2236,4,2,1,7,NA,NA,NA
1986,NA,"Average",1,1008,2,2,0,4,NA,NA,NA
1980,2000,"Average",1.5,5594,5,4,0,9,16.56,1403100,"CHARLOTTESVILLE"
1969,NA,"Average",1,2341,5,3,1,10,5.91,640900,"CHARLOTTESVILLE"
1974,NA,"Average",1.3,2127,3,2,0,7,5.9,474000,"CHARLOTTESVILLE"
1981,NA,"Average",1.3,1911,3,3,0,7,2.933,416600,"CHARLOTTESVILLE"
1968,NA,"Average",1.3,3813,4,5,0,13,8.5,1131600,"CHARLOTTESVILLE"
1978,1983,"Average",1.7,2522,4,2,1,7,0,329700,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1e+05,NA
1983,NA,"Average",1.7,1728,3,2,1,7,2.001,366800,"CHARLOTTESVILLE"
1978,1983,"Average",1.7,2547,3,2,1,7,3.08,416400,"CHARLOTTESVILLE"
1963,NA,"Average",1,1699,3,3,0,7,12.166,576900,"CHARLOTTESVILLE"
1967,NA,"Fair",1,880,1,1,0,3,32.357,666000,"CHARLOTTESVILLE"
1966,2017,"Good",1,1110,3,2,0,6,0.83,257800,"CHARLOTTESVILLE"
1966,NA,"Average",1,700,2,1,0,4,1.17,149800,"CHARLOTTESVILLE"
1960,NA,"Average",1,1092,4,1,1,7,0.49,220800,"CHARLOTTESVILLE"
1960,NA,"Average",1,840,2,1,1,6,0.54,197600,"CHARLOTTESVILLE"
1960,NA,"Average",1,1360,3,2,0,6,1.34,305800,"CHARLOTTESVILLE"
1973,NA,"Average",1,1060,4,2,0,8,2,284800,"CHARLOTTESVILLE"
2002,NA,"Average",1.7,2624,3,2,1,7,2,380900,"CHARLOTTESVILLE"
1973,NA,"Average",1,1792,4,3,0,9,2,350500,"CHARLOTTESVILLE"
1979,NA,"Average",1,820,2,2,0,5,2.104,196700,"CHARLOTTESVILLE"
1960,NA,"Average",1,3020,4,4,0,10,5.249,721800,"CHARLOTTESVILLE"
1983,NA,"Average",2,2632,4,2,1,8,2.014,499000,"CHARLOTTESVILLE"
1995,NA,"Average",1.9,2662,4,3,1,9,2.012,520100,"CHARLOTTESVILLE"
1953,NA,"Average",1,3331,4,3,1,10,2.017,641100,"CHARLOTTESVILLE"
1989,NA,"Average",1.9,3247,4,3,2,8,2,542500,"CHARLOTTESVILLE"
1984,NA,"Average",2,1802,4,3,0,8,2.001,436800,"CHARLOTTESVILLE"
1986,NA,"Average",1.3,1943,3,2,0,6,2.005,482800,"CHARLOTTESVILLE"
1987,NA,"Average",1.7,1848,4,2,1,7,2.006,391100,"CHARLOTTESVILLE"
1988,NA,"Good",1.9,2119,4,3,1,8,2.004,508200,"CHARLOTTESVILLE"
1987,NA,"Average",1.9,2922,4,2,1,9,2.045,509700,"CHARLOTTESVILLE"
1986,NA,"Average",1.7,2595,3,2,1,6,2.049,541200,"CHARLOTTESVILLE"
1980,NA,"Average",1.3,2159,2,3,1,6,2.063,507900,"CHARLOTTESVILLE"
NA,NA,NA,1.25,2532,2,2,1,6,2.401,593600,"CHARLOTTESVILLE"
1986,NA,"Average",2,1560,3,2,1,6,3.52,336600,"CHARLOTTESVILLE"
1988,NA,"Average",1.9,2926,5,4,1,9,3.47,647200,"CHARLOTTESVILLE"
1990,NA,"Average",1,1794,4,3,1,9,3.862,536000,"CHARLOTTESVILLE"
1985,NA,"Average",1.7,2268,2,2,1,6,3.351,463100,"CHARLOTTESVILLE"
1990,NA,"Average",2,2922,5,3,0,9,2.605,491200,"CHARLOTTESVILLE"
1989,NA,"Average",1.9,2330,4,2,1,8,2.321,433900,"CHARLOTTESVILLE"
1991,NA,"Average",2,2468,4,2,1,8,2.005,459300,"CHARLOTTESVILLE"
1983,NA,"Average",1,1652,3,2,0,7,2.108,406100,"CHARLOTTESVILLE"
1989,2021,"Good",1.7,2346,4,2,1,8,2.087,518900,"CHARLOTTESVILLE"
1988,NA,"Average",2,2560,4,2,1,9,2.048,482600,"CHARLOTTESVILLE"
NA,NA,NA,1.3,2286,3,2,1,7,5.654,404300,"CHARLOTTESVILLE"
1988,NA,"Good",1.3,2046,3,2,2,7,2.03,502600,"CHARLOTTESVILLE"
1987,NA,"Average",1,1888,3,2,0,6,2.037,468100,"CHARLOTTESVILLE"
1986,NA,"Good",1.25,4560,5,5,1,15,2,966700,"CHARLOTTESVILLE"
1988,2007,"Good",1.7,4632,3,3,1,6,2.006,696600,"CHARLOTTESVILLE"
1984,NA,"Average",1.5,2094,3,2,0,7,2.032,438400,"CHARLOTTESVILLE"
1974,NA,"Average",1,1322,3,2,1,7,1.2575,352500,"CHARLOTTESVILLE"
2014,NA,"Average",2,2688,4,3,1,8,1.094,501100,"CHARLOTTESVILLE"
1973,NA,"Poor",1,1512,3,3,0,7,0.7206,278300,"CHARLOTTESVILLE"
1973,NA,"Average",1,1346,3,2,0,7,0.6917,349500,"CHARLOTTESVILLE"
1974,2019,"Good",1,1512,3,3,0,7,0.6977,397300,"CHARLOTTESVILLE"
1974,NA,"Average",1,1512,3,2,0,7,0.7129,365600,"CHARLOTTESVILLE"
1974,NA,"Average",1,1508,4,3,0,9,0.867,369500,"CHARLOTTESVILLE"
1973,NA,"Average",1,1508,4,3,0,8,1.1102,387200,"CHARLOTTESVILLE"
1973,NA,"Average",1,1248,3,2,1,7,1.2551,362200,"CHARLOTTESVILLE"
1962,NA,"Average",1,2030,3,2,0,8,0.9166,405700,"CHARLOTTESVILLE"
1971,NA,"Average",1,1797,3,3,0,6,0.8723,410300,"CHARLOTTESVILLE"
1973,NA,"Average",1,1274,3,2,1,7,0.8116,350800,"CHARLOTTESVILLE"
1973,NA,"Average",1,1482,4,2,1,8,0.967,384700,"CHARLOTTESVILLE"
2015,NA,"Average",1,1308,3,2,0,5,0.5,318300,"CHARLOTTESVILLE"
1973,NA,"Average",1,1242,3,1,2,7,0.9895,362800,"CHARLOTTESVILLE"
1978,NA,"Average",1,2331,3,3,0,8,0.8368,489600,"CHARLOTTESVILLE"
1981,NA,"Average",1,1614,3,2,1,7,0.893,391900,"CHARLOTTESVILLE"
1961,NA,"Average",2,2816,5,3,1,9,0.7737,521400,"CHARLOTTESVILLE"
1972,NA,"Average",1.5,3487,4,3,1,11,1.1093,595000,"CHARLOTTESVILLE"
1963,NA,"Average",1,1800,5,3,0,10,0.862,472500,"CHARLOTTESVILLE"
1973,NA,"Average",1,1368,4,3,0,8,0.8487,370300,"CHARLOTTESVILLE"
1972,NA,"Average",1,1286,3,2,1,7,0.9382,366800,"CHARLOTTESVILLE"
1973,NA,"Average",1,1482,4,3,0,9,0.9892,375400,"CHARLOTTESVILLE"
1997,NA,"Average",0,2240,4,3,1,10,0.8277,390300,"CHARLOTTESVILLE"
1988,NA,"Average",2,3128,3,2,1,7,1.1154,498000,"CHARLOTTESVILLE"
1969,NA,"Average",1,1596,4,2,0,8,0.6958,444500,"CHARLOTTESVILLE"
2002,NA,"Average",2,2924,4,3,0,11,0.99,622600,"CHARLOTTESVILLE"
1978,NA,"Average",1,2105,3,2,1,7,0.6907,469000,"CHARLOTTESVILLE"
2000,NA,"Average",2,4156,4,4,1,10,1.154,920700,"CHARLOTTESVILLE"
1930,1960,"Average",1.7,7452,5,5,0,13,1.865,1308100,"CHARLOTTESVILLE"
2012,NA,"Average",2,2150,4,3,1,7,0.6603,451300,"CHARLOTTESVILLE"
1931,NA,"Good",1.7,6184,5,4,2,11,6.957,2273100,"CHARLOTTESVILLE"
2002,NA,"Average",1,2522,3,3,0,11,0.991,598200,"CHARLOTTESVILLE"
1989,NA,"Average",1.5,3317,4,3,2,8,2.659,663300,"CHARLOTTESVILLE"
1973,NA,"Average",1,1392,3,2,0,7,0.685,318300,"CHARLOTTESVILLE"
1973,NA,"Average",1,1271,4,3,0,8,0.7348,361900,"CHARLOTTESVILLE"
1973,NA,"Average",1,1271,4,3,0,8,0.5812,373100,"CHARLOTTESVILLE"
1972,NA,"Average",1,1200,4,3,0,8,0.51,358000,"CHARLOTTESVILLE"
1985,NA,"Average",1.7,2356,4,2,1,9,0.5132,390400,"CHARLOTTESVILLE"
1963,NA,"Average",1,1800,4,3,0,7,1.1974,429400,"CHARLOTTESVILLE"
2021,NA,"Average",1.3,5064,8,9,1,17,NA,NA,NA
2021,NA,"Average",2,1425,3,2,1,6,NA,NA,NA
1971,NA,"Average",1,2647,3,3,1,6,1.0997,498200,"CHARLOTTESVILLE"
1962,NA,"Average",1.5,2602,4,3,0,9,0.9463,441200,"CHARLOTTESVILLE"
1960,NA,"Average",1.3,2661,4,3,0,8,0.7277,437600,"CHARLOTTESVILLE"
1962,NA,"Average",1.7,2493,3,3,0,6,0.6643,423700,"CHARLOTTESVILLE"
1962,2019,"Good",1.7,1842,4,3,0,7,0.8712,540600,"CHARLOTTESVILLE"
1959,NA,"Average",2,2451,5,3,0,9,1.2039,440400,"CHARLOTTESVILLE"
1961,NA,"Average",1,2350,4,3,0,8,1.2439,517900,"CHARLOTTESVILLE"
1979,NA,"Average",1.5,2644,3,3,0,8,0.98,453400,"CHARLOTTESVILLE"
1959,NA,"Average",1,1652,3,2,1,7,0.6,384000,"CHARLOTTESVILLE"
1979,NA,"Average",1,1425,3,2,0,7,1.64,366500,"CHARLOTTESVILLE"
1963,NA,"Good",1,1812,3,3,0,7,0.7784,428700,"CHARLOTTESVILLE"
2012,NA,"Average",2,3702,4,4,1,7,0.7583,750000,"CHARLOTTESVILLE"
1820,NA,"Average",1.5,2264,3,2,0,8,0.9667,417100,"CHARLOTTESVILLE"
2012,NA,"Average",1.5,1796,5,3,1,8,0.72,375500,"CHARLOTTESVILLE"
1974,NA,"Average",2,2160,5,2,2,8,0.8378,415900,"CHARLOTTESVILLE"
1973,NA,"Average",1.7,1933,3,3,0,8,0.8024,401700,"CHARLOTTESVILLE"
1973,NA,"Average",1,1212,3,2,0,7,1.0749,357500,"CHARLOTTESVILLE"
1973,NA,"Average",1,1380,4,2,0,8,1.083,358900,"CHARLOTTESVILLE"
2005,NA,"Average",1,2694,3,3,0,5,0.7832,360500,"CHARLOTTESVILLE"
1973,NA,"Average",1,1710,4,3,0,8,0.8803,351100,"CHARLOTTESVILLE"
1973,NA,"Average",1,1591,4,4,0,8,0.6456,393900,"CHARLOTTESVILLE"
1973,NA,"Good",1,1595,5,3,0,8,0.4788,427100,"CHARLOTTESVILLE"
2005,NA,"Average",2,1984,4,3,1,9,0.673,393100,"CHARLOTTESVILLE"
1960,NA,"Average",1,1808,4,2,0,8,0.71,270000,"CHARLOTTESVILLE"
1948,NA,"Fair",1,1308,3,1,1,6,0.938,230700,"CHARLOTTESVILLE"
1962,NA,"Average",1,2176,3,2,0,7,0.595,407000,"CHARLOTTESVILLE"
1988,NA,"Good",1,2306,5,3,0,9,0.521,500700,"CHARLOTTESVILLE"
1964,NA,"Good",1,2348,3,1,1,7,0.38,450800,"CHARLOTTESVILLE"
1963,NA,"Average",1,1139,3,1,1,6,0.318,271700,"CHARLOTTESVILLE"
1963,NA,"Good",1,1400,3,2,0,7,0.384,319100,"CHARLOTTESVILLE"
1963,NA,"Average",1,1125,3,2,0,7,0.408,302100,"CHARLOTTESVILLE"
1964,NA,"Good",1,1080,4,2,1,7,0.327,346300,"CHARLOTTESVILLE"
1963,NA,"Average",1,1143,3,1,1,7,0.315,289000,"CHARLOTTESVILLE"
1964,NA,"Average",1,1107,3,1,1,6,0.303,291400,"CHARLOTTESVILLE"
1964,NA,"Good",1,1470,3,1,1,6,0.324,379300,"CHARLOTTESVILLE"
1925,NA,"Average",1.3,1796,3,2,0,6,0.412,299400,"CHARLOTTESVILLE"
1963,NA,"Good",1,1483,3,1,1,6,0.202,370900,"CHARLOTTESVILLE"
1963,NA,"Average",1,1080,4,2,0,8,0.287,315500,"CHARLOTTESVILLE"
1964,NA,"Good",1,1317,3,1,1,7,0.299,339400,"CHARLOTTESVILLE"
1963,NA,"Average",1,1107,4,2,0,8,0.356,332400,"CHARLOTTESVILLE"
1964,NA,"Fair",1,1269,4,3,0,8,0.39,288800,"CHARLOTTESVILLE"
1964,NA,"Average",1,1269,4,2,0,6,0.434,313300,"CHARLOTTESVILLE"
1968,NA,"Average",1,1479,3,2,1,7,0.396,353200,"CHARLOTTESVILLE"
1963,NA,"Good",1,1107,3,2,0,7,0.383,334100,"CHARLOTTESVILLE"
1963,NA,"Good",1,1586,4,3,0,7,0.297,407900,"CHARLOTTESVILLE"
1964,NA,"Average",1,1283,3,2,1,7,0.297,316700,"CHARLOTTESVILLE"
1965,NA,"Average",1,1269,3,2,0,6,0.491,312700,"CHARLOTTESVILLE"
1964,NA,"Good",1,1274,3,1,2,7,0.251,347400,"CHARLOTTESVILLE"
1963,NA,"Average",1,1107,3,2,1,6,0.317,319400,"CHARLOTTESVILLE"
1964,NA,"Average",1,1317,3,2,1,7,0.287,314700,"CHARLOTTESVILLE"
1964,NA,"Average",1,1269,4,2,0,8,0.287,309700,"CHARLOTTESVILLE"
1962,NA,"Average",1,1269,3,1,1,6,0.287,302200,"CHARLOTTESVILLE"
1964,NA,"Average",1,1522,3,2,1,7,0.334,358600,"CHARLOTTESVILLE"
